year,date,state,event,party,type
2016,2016-05-15 2016-05-15,Alaska,State Party Convention - Saturday 14 May,DEM,primary
2016,2016-03-01,Alaska,District Conventions,REP,primary
2016,2016-03-01,American Samoa,Territorial Caucus,DEM,primary
2016,2016-03-22,American Samoa,Territorial Caucus,REP,primary
2016,2016-03-22,Arizona,Primary,DEM,primary
2016,2016-03-22,Arizona,Primary,REP,primary
2016,2016-03-01,Arkansas,Primary,DEM,primary
2016,2016-03-01,Arkansas,Primary,REP,primary
2016,2016-06-07,California,Primary,DEM,primary
2016,2016-06-07,California,Primary,REP,primary
2016,2016-03-01,Colorado,Precinct Caucus,DEM,primary
2016,2016-04-15 2016-04-15,Colorado,District Assemblies/Conventions - Friday 1 April,DEM,primary
2016,2016-04-16,Colorado,State Assembly/Convention,DEM,primary
2016,2016-04-02,Colorado,"District Conventions: CDs 1,6",REP,primary
2016,2016-04-07,Colorado,District Convention: CDs 7,REP,primary
2016,2016-04-08,Colorado,"District Conventions: CDs 2,3,4,5",REP,primary
2016,2016-04-09,Colorado,State Convention,REP,primary
2016,2016-04-26,Connecticut,Primary,DEM,primary
2016,2016-04-26,Connecticut,Primary,REP,primary
2016,2016-04-26,Delaware,Primary,DEM,primary
2016,2016-04-26,Delaware,Primary,REP,primary
2016,2016-03-08 2016-03-08,Democrats Abroad,Global Party Run Primary - Tuesday 1 March,DEM,primary
2016,2016-06-14,District of Columbia,Primary,DEM,primary
2016,2016-03-12,District of Columbia,Convention,REP,primary
2016,2016-03-15,Florida,Primary,DEM,primary
2016,2016-03-15,Florida,Primary,REP,primary
2016,2016-03-01,Georgia,Primary,DEM,primary
2016,2016-03-01,Georgia,Primary,REP,primary
2016,2016-05-07,Guam,Caucus,DEM,primary
2016,2016-03-12,Guam,Territorial Caucus,REP,primary
2016,2016-03-26,Hawaii,Precinct Caucus,DEM,primary
2016,2016-03-08,Hawaii,Precinct Caucuses,REP,primary
2016,2016-03-22,Idaho,County Caucus,DEM,primary
2016,2016-03-08,Idaho,Primary,REP,primary
2016,2016-03-15,Illinois,Primary,DEM,primary
2016,2016-03-15,Illinois,Primary,REP,primary
2016,2016-05-22 2016-05-22,Illinois,Convention - Friday 20 May,REP,primary
2016,2016-05-03,Indiana,Primary,DEM,primary
2016,2016-05-03,Indiana,Primary,REP,primary
2016,2016-02-01,Iowa,Precinct Caucuses,DEM,primary
2016,2016-04-30,Iowa,District Conventions,DEM,primary
2016,2016-06-18,Iowa,State Convention,DEM,primary
2016,2016-02-01,Iowa,Precinct Caucuses,REP,primary
2016,2016-03-05,Kansas,Local Unit Conventions,DEM,primary
2016,2016-03-05,Kansas,Caucuses,REP,primary
2016,2016-05-17,Kentucky,Primary,DEM,primary
2016,2016-03-05,Kentucky,Presidential Caucuses,REP,primary
2016,2016-03-05,Louisiana,Primary,DEM,primary
2016,2016-03-05,Louisiana,Primary,REP,primary
2016,2016-03-06,Maine,Municipal Caucuses,DEM,primary
2016,2016-05-07 2016-05-07,Maine,State Convention. - Friday 6 May,DEM,primary
2016,2016-03-05,Maine,Municipal Caucuses,REP,primary
2016,2016-04-26,Maryland,Primary,DEM,primary
2016,2016-04-26,Maryland,Primary,REP,primary
2016,2016-03-01,Massachusetts,Primary,DEM,primary
2016,2016-03-01,Massachusetts,Primary,REP,primary
2016,2016-03-08,Michigan,Primary,DEM,primary
2016,2016-03-08,Michigan,Primary,REP,primary
2016,2016-03-01,Minnesota,Precinct Caucuses,DEM,primary
2016,2016-03-01,Minnesota,Precinct Caucuses,REP,primary
2016,2016-03-08,Mississippi,Primary,DEM,primary
2016,2016-03-08,Mississippi,Primary,REP,primary
2016,2016-03-15,Missouri,Primary,DEM,primary
2016,2016-03-15,Missouri,Primary,REP,primary
2016,2016-06-07,Montana,Primary,DEM,primary
2016,2016-06-07,Montana,Primary,REP,primary
2016,2016-03-05,Nebraska,Precinct Caucuses,DEM,primary
2016,2016-05-10,Nebraska,Presidential Primary,REP,primary
2016,2016-02-20,Nevada,Precinct Viability Caucuses,DEM,primary
2016,2016-05-15 2016-05-15,Nevada,State Convention - Saturday 14 May,DEM,primary
2016,2016-02-23,Nevada,Precinct Caucuses,REP,primary
2016,2016-02-09,New Hampshire,Primary,DEM,primary
2016,2016-02-09,New Hampshire,Primary,REP,primary
2016,2016-06-07,New Jersey,Primary,DEM,primary
2016,2016-06-07,New Jersey,Primary,REP,primary
2016,2016-06-07,New Mexico,Primary,DEM,primary
2016,2016-06-07,New Mexico,Primary,REP,primary
2016,2016-04-19,New York,Primary,DEM,primary
2016,2016-04-19,New York,Primary,REP,primary
2016,2016-03-15,North Carolina,Primary,DEM,primary
2016,2016-03-15,North Carolina,Primary,REP,primary
2016,2016-06-07,North Dakota,Legislative District Caucuses,DEM,primary
2016,2016-04-03 2016-04-03,North Dakota,State Convention - Friday 1 April,REP,primary
2016,2016-03-12,Northern Marianas,Convention,DEM,primary
2016,2016-03-15,Northern Marianas,Commonwealth Convention,REP,primary
2016,2016-03-15,Ohio,Primary,DEM,primary
2016,2016-03-15,Ohio,Primary,REP,primary
2016,2016-03-01,Oklahoma,Primary,DEM,primary
2016,2016-03-01,Oklahoma,Primary,REP,primary
2016,2016-05-17,Oregon,Primary,DEM,primary
2016,2016-05-17,Oregon,Primary,REP,primary
2016,2016-04-26,Pennsylvania,Primary,DEM,primary
2016,2016-04-26,Pennsylvania,Primary,REP,primary
2016,2016-05-21,Pennsylvania,Summer Meeting,REP,primary
2016,2016-06-05,Puerto Rico,Primary,DEM,primary
2016,2016-03-06,Puerto Rico,Primary,REP,primary
2016,2016-04-26,Rhode Island,Primary,DEM,primary
2016,2016-04-26,Rhode Island,Primary,REP,primary
2016,2016-02-27,South Carolina,Primary,DEM,primary
2016,2016-02-20,South Carolina,Primary,REP,primary
2016,2016-06-07,South Dakota,Primary,DEM,primary
2016,2016-06-07,South Dakota,Primary,REP,primary
2016,2016-03-01,Tennessee,Primary,DEM,primary
2016,2016-03-01,Tennessee,Primary,REP,primary
2016,2016-03-01,Texas,Primary,DEM,primary
2016,2016-06-18 2016-06-18,Texas,State Convention - Thursday 16 June,DEM,primary
2016,2016-03-01,Texas,Primary,REP,primary
2016,2016-03-22,Utah,Neighborhood Caucuses,DEM,primary
2016,2016-03-22,Utah,Precinct Caucuses,REP,primary
2016,2016-03-01,Vermont,Primary,DEM,primary
2016,2016-03-01,Vermont,Primary,REP,primary
2016,2016-06-04,Virgin Islands,District Caucuses,DEM,primary
2016,2016-03-10,Virgin Islands,Territorial Caucus,REP,primary
2016,2016-03-01,Virginia,Primary,DEM,primary
2016,2016-03-01,Virginia,Primary,REP,primary
2016,2016-03-26,Washington,Precinct Caucuses,DEM,primary
2016,2016-05-21,Washington,Congressional District Caucuses,DEM,primary
2016,2016-05-24,Washington,Primary,REP,primary
2016,2016-05-10,West Virginia,Primary,DEM,primary
2016,2016-05-10,West Virginia,Primary,REP,primary
2016,2016-04-05,Wisconsin,Primary,DEM,primary
2016,2016-04-05,Wisconsin,Primary,REP,primary
2016,2016-04-09,Wyoming,County Caucuses,DEM,primary
2016,2016-03-12,Wyoming,County Conventions,REP,primary
2016,2016-04-16 2016-04-16,Wyoming,State Convention - Thursday 14 April,REP,primary
